rowname,logFC,AveExpr,t,P.Value,adj.P.Val,B
Endogenous_SPINK5_NM_006846.3,1.11832670533751,12.1513949762111,3.18691597236495,0.00381376278672972,0.99556725360103,-4.40308263028303
Endogenous_C3_NM_000064.2,0.961756772196157,10.8879361350978,2.57663098223161,0.0162157109047013,0.99556725360103,-4.46600499505521
Endogenous_JAM3_NM_032801.3,0.846580026765354,9.37117941954222,2.5449296636032,0.0174261646579123,0.99556725360103,-4.47374824055397
Endogenous_ALCAM_NM_001627.3,0.878163830429792,9.29803108457696,2.52790910862139,0.0181102030806629,0.99556725360103,-4.47668935478886
Endogenous_CD63_NM_001780.4,-0.784453641442666,13.1936900933622,-2.33862291501024,0.0275841595665145,0.99556725360103,-4.48575373474024
Endogenous_TAPBP_NM_003190.4,-0.815259995070206,11.3439289993044,-2.31098041087729,0.0292973018375885,0.99556725360103,-4.49155871440787
Endogenous_CD209_NM_021155.2,0.913842360554685,7.74683469360658,2.52788857268515,0.0181110432490568,0.99556725360103,-4.49229665401933
Endogenous_ISG15_NM_005101.3,-1.04896502372299,8.2788626918949,-2.41058924028882,0.0235450349064699,0.99556725360103,-4.49612654429239
Endogenous_C2_NM_000063.3,0.945688655589523,8.41027996957983,2.32766853627844,0.0282518020331949,0.99556725360103,-4.50222715836723
Endogenous_SMAD2_NM_005901.5,0.678195318360209,10.1618335635559,2.18062333810277,0.0387554868205362,0.99556725360103,-4.50455768302596
Endogenous_CD40_NM_001250.4,-0.718204279351553,8.84984822396265,-1.99772238679949,0.0566522665823222,0.99556725360103,-4.52621225386497
Endogenous_CD44_NM_001001392.1,-0.727211660735188,14.1393837599256,-1.875624239852,0.0723416596293115,0.99556725360103,-4.52845176230635
Endogenous_HAVCR2_NM_032782.3,0.78833939462446,7.45367848580254,2.05196584689948,0.0507023733061773,0.99556725360103,-4.53147032792136
Endogenous_PRKCD_NM_006254.3,-0.700769707900725,9.81018288849817,-1.88467157490111,0.071061307511321,0.99556725360103,-4.53182112509818
Endogenous_STAT4_NM_003151.2,-0.787980230592024,6.54900027875131,-2.09979682675778,0.0459232013237178,0.99556725360103,-4.5329648213025
