rowname,logFC,AveExpr,t,P.Value,adj.P.Val,B
Endogenous_IL13RA1_NM_001560.2,-0.787074418961662,10.7564956451823,-3.04953618957829,0.0071055528059621,0.998822766190518,-4.45290599551141
Endogenous_NFATC4_NM_001136022.2,-0.99083928953505,9.31602339454856,-3.2115554067742,0.00500455232044742,0.998822766190518,-4.45546356379556
Endogenous_MERTK_NM_006343.2,-1.50824357297469,8.35480361736158,-3.44980272702942,0.00297730597007757,0.998822766190518,-4.4705819722687
Endogenous_TNFRSF18_NM_004195.2,-1.61940768471849,8.13764608395394,-3.42690004635026,0.0031301760721735,0.998822766190518,-4.47834783208336
Endogenous_IL4R_NM_000418.2,-0.900012023976164,9.34299394991461,-2.80983293931431,0.0118655490147806,0.998822766190518,-4.48047028784651
Endogenous_TPSAB1_NM_003294.3,-1.64290022993153,13.1030639267033,-2.85744794793731,0.0107235875705615,0.998822766190518,-4.48335878799297
Endogenous_C1R_NM_001733.4,-1.16670970788085,12.7293388273193,-2.67462393104341,0.0157820237972088,0.998822766190518,-4.49349983108736
Endogenous_CD1A_NM_001763.2,-2.10989236328664,8.03308235657897,-2.94411772123013,0.0089117107037675,0.998822766190518,-4.50586014038128
Endogenous_CTSG_NM_001911.2,-1.78215387859412,9.58418046503043,-2.43426387055034,0.0259649308115153,0.998822766190518,-4.50630424223032
Endogenous_AXL_NM_021913.2,-0.847966660561073,10.2795332393988,-2.23505674838513,0.0388020974281821,0.998822766190518,-4.51339446470117
Endogenous_NOTCH1_NM_017617.3,-0.817601511178367,9.83798615823898,-2.24247706319614,0.038233531580853,0.998822766190518,-4.51465678811497
Endogenous_ST6GAL1_NM_003032.2,0.886135965054688,9.41765607242802,2.20799467591532,0.0409424558964293,0.998822766190518,-4.5180638241623
Endogenous_ITGA2_NM_002203.2,-1.03004356776343,8.775601420631,-2.39587872516986,0.0280782368885736,0.998822766190518,-4.5188319284694
Endogenous_PSEN2_NM_000447.2,1.30124717606811,9.22866452146317,2.20581988269043,0.0411191010459956,0.998822766190518,-4.52002379590474
Endogenous_C1S_NM_001734.2,-1.03788641330524,11.8126990593128,-2.14373455560461,0.0464672412581884,0.998822766190518,-4.52549987681039
Endogenous_ALCAM_NM_001627.3,-1.05184285040582,9.37671404408741,-2.11302632302429,0.0493415096497311,0.998822766190518,-4.52894793177833
