rowname,logFC,AveExpr,t,P.Value,adj.P.Val,B
Endogenous_CCL21_NM_002989.2,-0.501765186472291,10.0381061462346,-2.19003566195139,0.0424223316058894,0.997028379693543,-4.34340687821817
Endogenous_ARG1_NM_000045.2,0.808163706159809,10.4180348679695,2.08765953666776,0.0518371425140197,0.997028379693543,-4.37237347507077
Endogenous_SPINK5_NM_006846.3,0.611996512345436,12.2298222412346,2.12922141942647,0.0478060285814713,0.997028379693543,-4.3764732094761
Endogenous_TIRAP_NM_148910.2,-0.465975189787597,7.75004976031139,-2.18070535847317,0.0432104462980785,0.997028379693543,-4.42192088686849
Endogenous_MAF_NM_005360.4,-0.272418122086759,10.6193833060585,-1.82009146861421,0.0860020975318998,0.997028379693543,-4.43381421504961
Endogenous_DDX58_NM_014314.3,-0.442578930413331,8.79123003945296,-1.90857317559971,0.0729639769976256,0.997028379693543,-4.43712941122125
Endogenous_IL7_NM_000880.2,-0.538452063652501,6.55850594793822,-2.27966793781693,0.0354981729281873,0.997028379693543,-4.44629381253839
Endogenous_ENG_NM_001114753.1,0.322656634781927,10.3866810391202,1.75270994022306,0.0972633359087921,0.997028379693543,-4.44995452190104
Endogenous_BAX_NM_138761.3,0.367164413430122,10.024416350415,1.7265117304851,0.101976590255619,0.997028379693543,-4.45681132008586
Endogenous_SPP1_NM_000582.2,1.70771186693919,9.31834858233199,1.76340851728073,0.0953937072839131,0.997028379693543,-4.46736961417023
Endogenous_SMAD3_NM_005902.3,-0.301324873695137,9.97371524698236,-1.67130740490193,0.112558478098977,0.997028379693543,-4.46925916139175
Endogenous_IL16_NM_004513.4,-0.506172990268497,10.1757641094726,-1.66777983547269,0.113265609238648,0.997028379693543,-4.46939629260045
Endogenous_GZMA_NM_006144.2,0.717090822139072,7.89519154957264,1.81381323949242,0.0870007675006025,0.997028379693543,-4.48061827721989
Endogenous_HLA-G_NM_002127.4,0.749895886191312,9.56061868142331,1.63828604033367,0.119328111607013,0.997028379693543,-4.48273632025271
Endogenous_IFIH1_NM_022168.2,-0.459779951464245,8.19906036306481,-1.75196535457386,0.0973946339453512,0.997028379693543,-4.48366390322059
Endogenous_S100A12_NM_005621.1,0.970752731327072,6.10269864668101,2.07092247295801,0.0535460807624436,0.997028379693543,-4.48536283696571
Endogenous_CD1A_NM_001763.2,-0.622958589426217,8.03308235657897,-1.7390000889687,0.0997057032159098,0.997028379693543,-4.48921856946409
Endogenous_PRAME_NM_006115.3,-1.84778625680018,8.80957093841582,-1.67057610388128,0.112704761816452,0.997028379693543,-4.48928599145112
Endogenous_CTSH_NM_004390.3,0.558342090118846,11.0249358934264,1.57313961243446,0.133703568959049,0.997028379693543,-4.49279573759186
Endogenous_CD209_NM_021155.2,0.367141427760642,7.82589668835894,1.73919242551132,0.0996710743244376,0.997028379693543,-4.49451221779123
Endogenous_C3_NM_000064.2,0.423680953248466,10.9664237175133,1.55896923183574,0.137016688917927,0.997028379693543,-4.49561682327033
Endogenous_CD44_NM_001001392.1,-0.455238049891344,14.2177777276028,-1.63578556672167,0.119854585389184,0.997028379693543,-4.49570377996834
Endogenous_TAP1_NM_000593.5,-0.385930218154304,9.30547997874602,-1.57247060069627,0.133858458521041,0.997028379693543,-4.49710584234746
Endogenous_LTBR_NM_002342.1,-0.229490217256894,10.858188144067,-1.54412221570176,0.140561626826234,0.997028379693543,-4.49812102920004
Endogenous_ITGB4_NM_001005731.1,-0.374796372042461,11.5775546685133,-1.55881492653486,0.137053142340011,0.997028379693543,-4.49838049995067
Endogenous_TNFSF12_NM_003809.2,-0.251279525482247,10.022758570878,-1.53881480737588,0.141847325612208,0.997028379693543,-4.49865123340418
Endogenous_JAM3_NM_032801.3,0.319254041744486,9.44982246238993,1.55564212439991,0.137804497488468,0.997028379693543,-4.49909410604669
Endogenous_TNFRSF18_NM_004195.2,-0.396163292294967,8.13764608395394,-1.66029677391738,0.114778260463571,0.997028379693543,-4.50082047635319
Endogenous_TARP_NM_001003799.1,-0.6331462769272,7.14952641806629,-1.77709003012093,0.0930484597353936,0.997028379693543,-4.50200711531209
Endogenous_LGALS3_NM_001177388.1,0.46462715754111,12.9591570025511,1.57030990521616,0.134359734058928,0.997028379693543,-4.50251420721336
Endogenous_KLRC2_NM_002260.3,-0.681531244773815,6.01200709779615,-1.90876134234011,0.072938230427239,0.997028379693543,-4.50581950275855
Endogenous_CCR4_NM_005508.4,-0.409442801299129,6.13372420592448,-1.87372004468208,0.0778744813434054,0.997028379693543,-4.50768645133364
Endogenous_LTK_NM_001135685.1,-0.745601928245314,6.38208168627236,-1.83655141950585,0.0834315153362023,0.997028379693543,-4.50800977704299
Endogenous_MCAM_NM_006500.2,-0.615478195644898,10.2032693976847,-1.47851317095836,0.157155900912048,0.997028379693543,-4.51158770436356
Endogenous_FCGR3A_NM_000569.6,0.604219194990829,8.11268870524114,1.57650882482957,0.13292581967453,0.997028379693543,-4.51590080329744
Endogenous_TNFRSF10C_NM_003841.3,0.524605185719653,5.88064127441402,1.83667390793576,0.0834126423950201,0.997028379693543,-4.51633414986413
Endogenous_IRF7_NM_001572.3,-0.544111101079781,8.62185631067003,-1.52409374784763,0.145464939308919,0.997028379693543,-4.51639651453285
Endogenous_MICA_NM_000247.1,-0.382021646768157,8.36906601343237,-1.54148643238923,0.141198911748888,0.997028379693543,-4.51738313211793
Endogenous_MX1_NM_002462.2,-0.599841868794942,10.7156273818955,-1.45003866886222,0.164845108484889,0.997028379693543,-4.51819405046086
Endogenous_CEBPB_NM_005194.2,0.34043747723331,10.9575029636394,1.44865542920953,0.165226356671296,0.997028379693543,-4.51902933960438
Endogenous_TAP2_NM_000544.3,-0.317413279034362,9.95993065710062,-1.43926437337097,0.167833838403166,0.997028379693543,-4.52029376162649
Endogenous_CYLD_NM_015247.1,-0.238990860544976,9.83523300788571,-1.43323820659721,0.16952467686501,0.997028379693543,-4.52204900889713
Endogenous_CMA1_NM_001836.2,0.471969882654164,8.83275622511357,1.47882541170161,0.157073249948453,0.997028379693543,-4.52276085585383
Endogenous_CXCR2_NM_001557.2,0.378942103312026,7.39604068846133,1.60126401454924,0.127327439005095,0.997028379693543,-4.52293371697588
Endogenous_C1S_NM_001734.2,0.358431528061724,11.8126990593128,1.42789821825969,0.17103457296274,0.997028379693543,-4.52621070091798
Endogenous_PVR_NM_006505.3,-0.339354394709266,8.5669165462951,-1.47258180985684,0.158732768307464,0.997028379693543,-4.52661919965081
Endogenous_IL18_NM_001562.2,0.277494672248919,9.89066804371437,1.40753452556213,0.176893236511752,0.997028379693543,-4.52734560189117
Endogenous_CFB_NM_001710.5,0.319624593515241,7.65345766456179,1.54551899331308,0.14022488752393,0.997028379693543,-4.52742590918508
Endogenous_C2_NM_000063.3,0.407080389606507,8.48895844855547,1.46563465817502,0.160596225511729,0.997028379693543,-4.52874956937983
Endogenous_TLR1_NM_003263.3,0.302480357917014,8.87087204682452,1.435908105516,0.168773842209506,0.997028379693543,-4.52962686910964
Endogenous_IGF1R_NM_000875.2,-0.360069821991515,11.249901122118,-1.39805521513787,0.179675415549144,0.997028379693543,-4.53029040435822
Endogenous_THY1_NM_006288.2,0.382609470208913,10.6159636279751,1.38654887856612,0.183099944874905,0.997028379693543,-4.53128443337746
Endogenous_HLA-E_NM_005516.4,-0.260006131819895,12.9891276337763,-1.41620369675979,0.174379496879089,0.997028379693543,-4.53209926542808
