rowname,logFC,AveExpr,t,P.Value,adj.P.Val,B
Endogenous_PRAME_NM_006115.3,-2.52490328643164,8.5499277118874,-2.89070654061058,0.0104027794293677,0.988622287820133,-4.21521451264049
Endogenous_CCL21_NM_002989.2,-0.556036915870653,9.7784629197062,-2.49653263322045,0.0234769401985958,0.988622287820133,-4.22711440672807
Endogenous_IFIH1_NM_022168.2,-0.580741731064001,7.9394171365364,-2.65685427675496,0.0169153623047455,0.988622287820133,-4.28529885573569
Endogenous_MX1_NM_002462.2,-0.759136189396195,10.4559841553671,-2.15895194450765,0.0459145984769674,0.988622287820133,-4.32756472878773
Endogenous_IL16_NM_004513.4,-0.594907539988171,9.91612088294418,-2.12295457492772,0.0492274446608452,0.988622287820133,-4.33224517811098
Endogenous_MAF_NM_005360.4,-0.276822562442413,10.3597400795301,-1.99956400360501,0.0623095705852158,0.988622287820133,-4.36160811531745
Endogenous_DDX58_NM_014314.3,-0.500845234538248,8.53158681292454,-2.15803876881042,0.04599604166548,0.988622287820133,-4.36223527936515
Endogenous_SPINK5_NM_006846.3,0.641564733556054,11.9701790147062,2.06102185700165,0.0554433263471216,0.988622287820133,-4.36870578786837
Endogenous_ARG1_NM_000045.2,0.805731304483852,10.1583916414411,1.97259592472219,0.0655583025949729,0.988622287820133,-4.37304853688958
Endogenous_IRF7_NM_001572.3,-0.705525848843035,8.36221308414162,-2.11440412377879,0.0500459025162912,0.988622287820133,-4.38064236562924
Endogenous_TIRAP_NM_148910.2,-0.447912812947927,7.49040653378297,-2.19905800767116,0.0424659385064816,0.988622287820133,-4.40409535020449
Endogenous_ENG_NM_001114753.1,0.335617335422221,10.1270378125918,1.82398027963858,0.0863397163927909,0.988622287820133,-4.40964734763608
Endogenous_CXCR2_NM_001557.2,0.46706120049019,7.13639746193291,2.20850373386552,0.0416892753764192,0.988622287820133,-4.41643273132846
Endogenous_FOS_NM_005252.2,1.59848757296629,11.9786114424645,1.85152285446541,0.0820958242693966,0.988622287820133,-4.42010071192958
Endogenous_ISG15_NM_005101.3,-0.740425063413911,8.09859753586512,-1.95771843705221,0.067415109663304,0.988622287820133,-4.42444489234574
Endogenous_OAS3_NM_006187.2,-0.514965309395249,8.82760928804553,-1.83404238389063,0.0847673439229686,0.988622287820133,-4.42965249555902
Endogenous_KLRC2_NM_002260.3,-0.739417162647787,5.75236387126773,-2.23039872761605,0.0399392218368181,0.988622287820133,-4.44090611482697
Endogenous_AKT3_NM_181690.1,-0.334934282013584,10.2090510949799,-1.70944212355989,0.106127261584072,0.988622287820133,-4.44240917871795
Endogenous_IL7_NM_000880.2,-0.488839076729661,6.2988627214098,-2.16935372454302,0.0449962137017259,0.988622287820133,-4.44379384766124
Endogenous_MAP3K1_NM_005921.1,-0.301114634489889,10.274379462027,-1.69779879533289,0.108344006895182,0.988622287820133,-4.44566948466873
Housekeeping_DHX16_NM_001164239.1,-0.365622801826162,8.78731110452783,-1.75742925749692,0.0974011993658377,0.988622287820133,-4.44762136769344
Endogenous_CAMP_NM_004345.3,0.713451992567605,4.33437146968797,2.28571934543814,0.035816348279972,0.988622287820133,-4.44816370550275
Endogenous_CREB1_NM_004379.3,-0.255648133464231,9.81469382635509,-1.67721746889253,0.112360399620573,0.988622287820133,-4.45130442475838
Endogenous_S100B_NM_006272.1,-1.08976154062537,10.6670136844336,-1.71663739247748,0.104777099872742,0.988622287820133,-4.4518877646595
Endogenous_TAP1_NM_000593.5,-0.427652800929152,9.0458367522176,-1.70632943664641,0.106715998918051,0.988622287820133,-4.45380670721192
Housekeeping_EDC3_NM_001142443.1,-0.315914477327179,9.32096100646593,-1.6623610250944,0.115338724705816,0.988622287820133,-4.46138028005297
Endogenous_CTSH_NM_004390.3,0.430523743784845,10.765292666898,1.64939828008607,0.117992574297872,0.988622287820133,-4.46165040034772
Endogenous_S100A12_NM_005621.1,1.00887648683305,5.84305542015259,2.07391139359804,0.0540935665273228,0.988622287820133,-4.46359025458761
Endogenous_SMAD3_NM_005902.3,-0.27563031450337,9.71407202045394,-1.61208668129825,0.125925018025903,0.988622287820133,-4.46725551905743
Endogenous_CD44_NM_001001392.1,-0.342685850066314,13.9581345010744,-1.70965241679817,0.106087588115492,0.988622287820133,-4.4687561921293
Housekeeping_FCF1_NM_015962.4,-0.239393653816243,11.1376024930439,-1.60715953495687,0.127005746152074,0.988622287820133,-4.47358640097683
Endogenous_TNFRSF10C_NM_003841.3,0.557895230159416,5.6209980478856,2.0041214227653,0.0617751437424858,0.988622287820133,-4.47571834310622
Housekeeping_ERCC3_NM_000122.1,-0.303177167489486,8.61927506949602,-1.64110279324975,0.119718227299837,0.988622287820133,-4.47768859643831
Endogenous_JAM3_NM_032801.3,0.320496026395697,9.19017923586151,1.59268804591863,0.130225630504124,0.988622287820133,-4.47808103179589
Endogenous_SPP1_NM_000582.2,1.67482258381788,9.05870535580357,1.64822381212198,0.11823558827675,0.988622287820133,-4.47820680512015
Endogenous_BAX_NM_138761.3,0.329067328823096,9.76477312388662,1.56319822712922,0.137001535622081,0.988622287820133,-4.48064953498967
Endogenous_LTK_NM_001135685.1,-0.767429574681691,6.12243845974394,-1.90161522208452,0.0748491474549683,0.988622287820133,-4.48493240503804
Endogenous_C1QBP_NM_001212.3,0.275248876795525,10.8301605622445,1.54228344223914,0.141985298259123,0.988622287820133,-4.4873575267576
Endogenous_HLA-G_NM_002127.4,0.529274083358378,9.30097545489489,1.56404284595676,0.136803406913486,0.988622287820133,-4.48978377796323
Endogenous_IL21_NM_021803.2,-0.649085114446847,4.0446752402352,-1.96666239228204,0.066293257433434,0.988622287820133,-4.49124430043751
Endogenous_TARP_NM_001003799.1,-0.631095758716693,6.88988319153787,-1.78261284175518,0.0930773548285973,0.988622287820133,-4.49209016162319
Endogenous_CD209_NM_021155.2,0.368339138133762,7.56625346183052,1.70050772366428,0.107824716586249,0.988622287820133,-4.49259603358917
Endogenous_MICA_NM_000247.1,-0.391893766060972,8.10942278690395,-1.62573365354362,0.12297245814564,0.988622287820133,-4.4935625747037
Endogenous_TNFSF12_NM_003809.2,-0.216615215095325,9.76311534434958,-1.50571214786673,0.151065090797224,0.988622287820133,-4.49371365337835
Endogenous_CEBPB_NM_005194.2,0.376540145777186,10.697859737111,1.5075588871905,0.150595254138758,0.988622287820133,-4.49499077437345
Endogenous_TAP2_NM_000544.3,-0.328564279199312,9.7002874305722,-1.48410830097487,0.156652547633777,0.988622287820133,-4.50012987556449
Endogenous_LTBR_NM_002342.1,-0.222133037358969,10.5985449175385,-1.47125190879323,0.160058179531756,0.988622287820133,-4.50321750759515
Endogenous_LRRN3_NM_001099660.1,0.60870133341974,5.73434092146238,1.77090277618351,0.0950665322473137,0.988622287820133,-4.50663171257672
Endogenous_C3_NM_000064.2,0.381825172412396,10.7067804909849,1.4571328845622,0.163868507512876,0.988622287820133,-4.50755652261003
Endogenous_CD1A_NM_001763.2,-0.570537288561671,7.77343913005055,-1.58117094398264,0.132837387667927,0.988622287820133,-4.50787507776792
Endogenous_TXK_NM_003328.1,-0.352690872064266,5.46984862574895,-1.75128548968149,0.0984822997823831,0.988622287820133,-4.51122481785568
Endogenous_CMA1_NM_001836.2,0.480958876727804,8.57311299858515,1.48713713920961,0.155859010016194,0.988622287820133,-4.51277257321175
Endogenous_CASP8_NM_001228.4,-0.27291184611129,9.57608461654015,-1.42895918162011,0.171694942555087,0.988622287820133,-4.51423911337979
Endogenous_CCR4_NM_005508.4,-0.355761866762067,5.87408097939606,-1.71026940019429,0.1059712634935,0.988622287820133,-4.51432995295143
Endogenous_ENTPD1_NM_001098175.1,-0.378927931632201,8.50834542349863,-1.47947127566001,0.157873903343785,0.988622287820133,-4.51510695201831
Endogenous_ATG16L1_NM_198890.2,-0.286750777468423,8.6314679490736,-1.46465107402558,0.161830358056915,0.988622287820133,-4.51640928197436
Endogenous_RUNX3_NM_004350.1,-0.525488057841537,8.99510243320073,-1.44082503709978,0.168362156105927,0.988622287820133,-4.5173577751697
