rowname,logFC,AveExpr,t,P.Value,adj.P.Val,B
Endogenous_IL13RA1_NM_001560.2,-0.754668226726897,10.4968524186539,-3.00445784657237,0.00818982082108516,0.999248423325993,-4.43142985535584
Endogenous_C1R_NM_001733.4,-1.18509172565414,12.4696956007909,-3.17099299991034,0.00575653801341594,0.999248423325993,-4.43999274369651
Endogenous_NFATC4_NM_001136022.2,-0.993130801337355,9.05638016802014,-3.13503095123043,0.00621317476560544,0.999248423325993,-4.44170964061342
Endogenous_TNFRSF18_NM_004195.2,-1.56626631436127,7.87800285742552,-3.72795267194169,0.00175153088083325,0.999248423325993,-4.44870850222148
Endogenous_C1S_NM_001734.2,-1.0667607403754,11.5530558327843,-2.90133602449248,0.0101735222684823,0.999248423325993,-4.44991582813549
Endogenous_MERTK_NM_006343.2,-1.48611129219614,8.09516039083316,-3.20683811400224,0.00533427381947793,0.999248423325993,-4.47062996805083
Endogenous_PSEN2_NM_000447.2,1.41667102213869,8.96902129493475,2.68256120964427,0.016041969090964,0.999248423325993,-4.47164073822815
Endogenous_TPSAB1_NM_003294.3,-1.59994667920162,12.8434207001749,-2.72119344536569,0.014810335940417,0.999248423325993,-4.47689903849686
Endogenous_IL4R_NM_000418.2,-0.863502954895247,9.08335072338619,-2.5919506504984,0.0193275917645213,0.999248423325993,-4.48005190385093
Endogenous_CD1A_NM_001763.2,-2.08522521861248,7.77343913005055,-2.91131588004454,0.00996274775555654,0.999248423325993,-4.49681710130673
Endogenous_ST6GAL1_NM_003032.2,0.913336558739226,9.1580128458996,2.29069130425503,0.0354658803545286,0.999248423325993,-4.4975238312795
Endogenous_HLA-G_NM_002127.4,1.53717866505496,9.30097545489489,2.37992527554557,0.0296953789977241,0.999248423325993,-4.49774916408477
Endogenous_CTSG_NM_001911.2,-1.55315656574856,9.32453723850201,-2.29127508531463,0.03542494046709,0.999248423325993,-4.50082641713129
Endogenous_ETS1_NM_005238.3,0.893889737150406,10.5486564987067,2.22604835743849,0.0402814350403971,0.999248423325993,-4.50203855241588
Endogenous_AXL_NM_021913.2,-0.831955125921815,10.0198900128704,-2.18185841580393,0.043914560236028,0.999248423325993,-4.50428652691212
Endogenous_IL34_NM_152456.1,-1.40155439094302,8.28409256549322,-2.50131385164144,0.0232503135585417,0.999248423325993,-4.50556914759373
Endogenous_ITGA2_NM_002203.2,-1.04942806197728,8.51595819410258,-2.37382398586576,0.0300600654655867,0.999248423325993,-4.51106335622972
Endogenous_NOTCH1_NM_017617.3,-0.777390569734544,9.57834293171056,-2.0868803472042,0.052765778505868,0.999248423325993,-4.51413135076123
Endogenous_CD59_NM_000611.4,0.857508747739636,13.3471998492637,2.2528429055889,0.0382161046349474,0.999248423325993,-4.51608174724322
Endogenous_BST2_NM_004335.2,1.41300906843928,8.93609133807358,2.12753756862992,0.048793821378918,0.999248423325993,-4.51725371266967
Endogenous_CD63_NM_001780.4,0.804148076971164,13.0124567276051,2.13256877247249,0.048321824348952,0.999248423325993,-4.52339141835576
Endogenous_ANP32B_NM_006401.2,-0.760185174497928,10.855293608335,-1.97428174652969,0.0653508312985831,0.999248423325993,-4.52401563276739
Endogenous_CXCL1_NM_001511.1,1.68906015397162,7.06655453122902,2.4393437018476,0.0263548159483659,0.999248423325993,-4.52558415159289
Endogenous_LAMP2_NM_001122606.1,0.904164629429444,10.076779931992,1.92871567450542,0.0711712052352689,0.999248423325993,-4.52566793066459
Endogenous_CMKLR1_NM_004072.1,0.621183826571363,8.86371825215526,2.01503551399572,0.060512106384721,0.999248423325993,-4.52646150442118
Endogenous_RORA_NM_134261.2,-0.877279244276823,10.8070808326908,-1.90811576022399,0.0739517808418892,0.999248423325993,-4.52925486817053
Endogenous_ALCAM_NM_001627.3,-1.02147320027514,9.11707081755899,-1.96435260633576,0.066581357206946,0.999248423325993,-4.53045683341753
Endogenous_CMA1_NM_001836.2,-1.29202462060899,8.57311299858515,-2.04953975874871,0.056671439035193,0.999248423325993,-4.53207828564146
Endogenous_FCER1A_NM_002001.2,-1.07169838236472,9.68233428984753,-1.91235339865049,0.0733719799008523,0.999248423325993,-4.53237006462163
Endogenous_MFGE8_NM_001114614.1,0.900556898895575,11.4108464644858,1.91885236926753,0.0724906681113667,0.999248423325993,-4.53270362755052
